# MT3f exact freeze inclusion manifest (TSV)
# schema_version=mt3f-inclusion-manifest-v1
# snapshot_branch=codex/recovered-demo-bundle
# snapshot_head=501d8a6d7d2db48397b355aab592d6ea359ae277
# snapshot_tracked_modified=4
# snapshot_untracked=328
# snapshot_staged=0
# candidate_count=332
# accepted_candidate_count=39
# excluded_candidate_count=293
# control_file=docs/evidence/MT3F_FREEZE_INCLUSION_MANIFEST.tsv
# approved_path_count_with_control_file=40
# control_file_digest=reported externally because a file cannot embed its own SHA-256
# reviewer_verdict=PASS WITH MECHANICAL CORRECTIONS
# packaging_classification=OUT-OF-SCOPE UNTRACKED WIP
# amendment_sha256=f53bcb7df3a3187b840687e03b0b4d071c21a2936bd72cf46d991a5107591021
scope	path	originating_micro_task	git_status	purpose	public_private_classification	decision	sha256	reason
candidate	graphify-out/cache/semantic/pa567fc138e3a/30f311285cd5d8b06d3a099d4bd5445f69f079254811414fea64c5bb4b1130f7.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	4056898078f862873b88dc8af7fe62779e8bf8e19b24005065e7b1dad8572682	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/31c62d55ab8a0966e1b857b17095e23acc9a47215f4e4e351a9d97b85b8388c2.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	d868b93df530858e7d26defb4bdece2aec300676679c9c6368810503e48293a0	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/3cc7c1eca4e9c250995c63fe3f1ca3583c660b5299de08738a5df1e8ac2e7935.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	3b6f2e34e5054e98800a041ea8001e9b0bdd6c8cc4ace315ecc71c7fe32358a5	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/3e86bfe1467f024844b83bdc88300418b157b6f0d473c000e31f1d9a91feaee1.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	7dbcbbf14104a4406d11adf67803ffbc6a93eafc36113abd03cb1d8cec2f151a	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/3ff1c9cd2edd134bc94c733ff8ba2fc2dc94203d8e667c5c11fadda30d5d5351.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	ee0c692ccf3f3c123d05a4d63170ab54ec1c2ba92fd91e5284d5a0e2fd8269cd	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/403d3891241f9f3d6e430bf530e87e4d539b5f7a25978cd3892a19c9eae1b501.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	0458d374cc0aaf399134eac196583f1eed741e5982f33a9b65a41f37e250760f	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/4685dcd955c7b83f207a53445ce49ff497d94819aa5558420cc2622db23aaa44.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	abd9eeb1ebb967695e994befae046f0a715e5efa3d0a8b45a49449efea03aaba	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/477e0efa4d786c782347ade39c58240607b9865273b3e6538ab67fd3e0d0a9f5.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	1be4d9711bd3f4cd03a67cf2c6108c983fb4b3ffd5abaade8e725438bededf21	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/4e74e36dad2241ad35dd4380e346d0650be60e485c55268751310eef4416264a.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	08459dc1c69ab1a3004a04c20cc4b18d2de673345f0140786abdc2d68adc2574	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/50a8a55fde49bdf044f39edb627f42c7698e2932a027f6cd638fc2d546c51143.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	f3e716a4ec4cc3974e585c0e87f1617210a729da2297721b439d651f17e914c3	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/52a514a15fd53b7a2c64657808f71ff32da393267acedc6fdd5fc6ef647b9c49.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	b41da166d5581670c257f793e23b2800c0f1630465bf97e88333f5cd4fa4b2bf	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/55eee03c6e701e3cd38041dbefd67e253359874f964ef5a559f184783c7c2cc2.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	4b29f2730577374b3964c896d4047ed828f3ddbaa8d8de2060905428736cfa27	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/5dcbd16d5c6e0a0bab9e034817f396d27cd4c433091f22ad7869c07c5c99b157.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	5b093a10dffc12deaf4aa3880f2d7e7154ee05bb1a58cee0906037d09efd3a1e	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/681a67f09dfb51225e1d103931335e985c9ac14e758d1bea9ffb70a3f7e67211.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	084ef04001b34421d405621abfec42dcba2be4baab9284592442076eae837c91	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/6835161196e827220a75314945ed181b282e14e2d516f323866e380a55f4bd5b.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	0ee8098e228a7a3365da87a34da8c3d98730ac14d721bf05998dffe1f3473180	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/68c2d29adba2ad198017e3a8cbbcfefaa5bedb03c426503ffa2396c8b2044077.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	95059f3d0e99b9b49c0229ba74582ceabe57aba2d8a0299a64ff3ff74dabc67c	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/6fcbfb78fafdb573612ffe10e25a7f47a44ed261ddf52b161c3d727f65d15b7c.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	fb0ac12b761e6500b1677afac90e4b6e618e64e016622eea9fc7414cab6f7253	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/70fc51ed1cd74578b8cbb9b2037c8e7406e1efa53977d5194dafbe49fb053b3a.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	bab6e3964e53de62b367e8e1701037cda539dcb32cd863b9d669679121822df8	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/72381f754f6556a2ce08dddba6d6eb62fa855616693a7d4c58386e86c78a1c69.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	cb4d062fdac33334e0bba34bb45931bf8173c283bc30168686695be172303cfe	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/73d65307dca8b96567f7385510e6aae5b814e41ed1acf8ac7aedcaeb7bda042b.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	8f1d3c0cc453ca5d00c0fc92f67192d51821ca2b97bc01968d9f72cf76edccf0	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/76d8851c7dc9c2683c5d03f9e644da39b01bcbec5a24f3d65630365aebdc2907.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	eb5b85e8540e8f91e701a2bc5f49e15d3c09c18fd6b37c51b8c21d01240a2695	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/780fa9f0f6de313a301376ad813ba639934d00a0e8643f23d14239bb2f1d8592.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	5e861c9a4335eae01853f55e358cfaa24417d58b3459d622d6523594625b3a21	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/7adb811565973e935a3d1770981357b5f511a2622e0f0b84c128e0c12ae43303.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	763a00105115a812d11653975ebb1d6191137047d945f208924277e6357ec643	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/7c57ae975e35051ec3177b24e6b0ac1c57ebe0ab74593af430fa6d9ac2f49912.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	aa56fda0eaf84e8c23ec0e14f6dec48da487dd45219f8a47a8887f84cc7d20c9	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/7f60ce625c4f6ea5d79600760c125dbb7cd46a8f0425eef207c3054af9ff0b1c.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	42a6fe3f8359eda1d7339395923f5c9a1f94817d7d2c40258a3384c9266e26e6	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/852cc0f15c96a836d7a300f29457d458639723b15313872f03f3b8325bb8738e.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	1dd93b6f93086936fa3c06cc44a6dade118e4981e504c754ae142e411d78aa84	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/8ca696e5e53f8339159709a348bbc2e1f95a5d11f1a8e9855e96e05df9e927fb.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	d0aa3209ca42431ed9de9db7f5636fd985336f4e634186d1f6b05af0b9bb6920	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/8f7e89cbeeb05b77f6d9772a6ee71ccfebbfb9b3049546af9f38f060128ee64d.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	4c1cca1540c27ae9233e7ce529615ca984c30583e41a706626607bca47b0f15b	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/8fa0806e0e2c9dbd9a4d8e8df3a75943df37285409397f60d7f571fd4eac0e64.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	3300d3f6ac79c6e478435009379fab18394b365b4495fe723d1d13558a41c1c4	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/9b538bacc6529e1e1b7969af3c74a31dbd8868c04626a0eab739a2f905d2069c.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	fb6d22f8e9270e7c250bc6ece64da0f4536569b4a3576417aa41ad764e33b75a	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/9badb204f9bec1bd2dbf8ce71a7162842ce9f39de1ef6b2030669fba5cb45c7f.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	9c81fcc2048ce6059fdb23c21bbe75e00eb3a97009ae8210e5bf2aa0c4069a5a	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/9fe9bf3843364ffd1b12ece1f7a35f8545ea0c8f5857211ae47244669c03ee8e.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	6ef489a8476723a4cba77285bfd42c882c26b69390a217473c360f5f4c465bcd	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/a2371ec520006d0c9a9993ae69d29c7e639e40da76d69f286cb1bfdf957bcda4.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	a9b10939546690ecd9a4a4e7c036c0c1ba0d0c1bafe61c153498504da7fb41b4	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/a48200febc2df70e8a536ffbd40fd6548b0b4e2e2e11eafbb0a0fd60e8caa8ed.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	7efdcebbbd8c812b905e9128374b3324a58a5e5690cbbe928e1549823f85d4c2	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/a53cdf177611f1cd9f76d9c385d65cc2b2175d89f8f30cd8fe45d3e87e8feff3.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	94b1f170f29418191583c3a30110cbf30c1ff2b0909a8d6ea0d9c5becd2e1446	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/a8712824e379ae51ebd7aa156b1af6acdec238e630a9850d900b8a4b7bcf3fa0.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	96146cf91a828bc020dc5e2be4dbc440724c51d74e06e4190f742aee73ae9e71	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/a88e99684281df99863a0d0ae1de9ea65a59a2d21c736b76232d23bfb3af672e.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	c4967de888bbf1b81ec6b482ec4122b327f5585d36fe6296627897adfb57b21f	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/a90d65b2103ab1d5052b0ebac0576ed41e8310903b2d94cf2ae29557bcc32885.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	74926f58243e9cb54c2d7d81db404b5879a3db8ecaadad590f496b2e86a2cb26	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/addba8473f10c13fed9b7eaa166f20afb2216c9dd0f35bdfcf92b969f073cadb.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	8144281609f558b375f6902b82c0000289588e99f4bcbf967342b5ce4e1ea2de	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/b0f50191a88816906e8b074590c3390452a1ef0271ace43709e44c53f845a437.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	085f45c9a766df0357588188fedb47fe0d4b9829112628d5aaac3cc6c99c0fdc	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/b6a5d2ff3e10b343dab60cd023ac044b698835b11025af28038b6cfe6f2c04f5.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	41c6db1bc0b8f2261f2f889acb9a1bbc65cf09091b693d816ff930f5f27fa785	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/be0d41b8818c5575178e92a6c1d92ea6f8910d312bbf11f7503872b144118161.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	e35c424d19969a3f1d15ac9fababa8fc7c4e23a7d66d65b4045ee5a1b8cbc045	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/be19187cc826a61f397479b515368fe8d6a1fdea64b3aae5c641eba0021bb702.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	9c0cb788949bf61b03104b6f682dfe6aec16c02ca3ecfaf7f7e9d43f52294515	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/c51b406d1c9981dfe9a3f5d2e17fb2c8f3ba2f2ccec36dbf0112b9b77aa831f4.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	17a0fde0138322a6b55b3cc4654dc486a11041de9d76cb9bc469f9037917fa9e	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/ca0793a62763535d37f3cb541e7a111fac965764a1118515a851011df00f4ff6.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	75d700a77f730e6ad5a7bdec8648bf497772c76ca508ef3f4e9dd0d3f62eb72d	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/cad68ae2eaafa2a44b21a390eeac854ee658c34d9db5dc6936380a3129e59c77.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	28513f836e393f5ec0d149c9e44567621fa006f3e0d187bb5e26cc8b20b903b2	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/d2bdaf3db400a9da331395a9d5959efbab8644090a2072b7cbdc52de5ddce6e5.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	e203a50972ec1b70e486018cc1ad60232bb93f2a08be9c23ae0599efad8e6766	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/d6aacafb92d5366a8bb12ada9567c6b2389c630bb083b50d69a252e7c978a46e.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	25c656fd72164df0dcba80dac3cf26ccdae3e1c9f56e59b8cdf4778a18587e7c	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/ddfccab5e1734736e00b0bd39470476ccc9f5c1fa01228f5a0f4eba0b58e06b3.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	a63ce326ad83df3263d5b194f92d8483a3a364ceccc8165707e90ff906be81e0	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/f9292e28ec0b050ee0940f6edbd67bdfef418b0cc34207a59d8a2c963946d349.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	c9ae6992d2ce72c82d71fbefe27366504d368ed4f6e782f96ba4f5a1b147337f	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/semantic/pa567fc138e3a/fe33510d3b9ce410b3778cea6ddb1cbdd09efde373ea8d897f6237c4a68f612e.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	6f92bb069a57cbc400d78b5f8cebf0c88583168bc6bc469df02b158aac8aed10	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cache/stat-index.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	3443cdd5016a09656bdf6b7dc1f2170bd822a34790068f92c16a4231afb59d34	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/cost.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	883dbc62a64fddef46b8afc3627241da069302b3e0c60ed708f4ab50dbd1b51c	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/graph.html	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	2ec78c78fea32b29dd4e68c1939b405744763320f7e8a1840583b4a9a197ef2b	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/graph.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	da9f0a5c66c7fc21dc218e95a32cf4f58e5099c21279df75c5b0bb0ed7107d1d	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/manifest.json	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	bb2832173683529e6647244d102bfa762e4833b60dbc94b468b4b7207597fd42	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/memory/query_20260825_135055_release_candidate_clean_clone_benchmark_evidence_d.md	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	8f8597e26357e3cdb05deff6baa3b9199fe09228fde747ca4569f089b604405e	Generated Graphify content is unrelated to the accepted project freeze
candidate	graphify-out/memory/query_20260826_180345_complete_the_remaining_mt3e_lane_a_v2_feature_impr.md	MT3e Graphify duplicate save-result	untracked	Duplicate local Graphify memory	local_tooling_output	EXCLUDE	3e0e1b2a98990d11b8afa691222c7f53d94f876a1c8f89e43269e533679e0644	Exact duplicate-invocation impact: one 1,538-byte untracked memory file; not required by the project
candidate	graphify-out/reflections/LESSONS.md	Graphify tooling	untracked	Generated graph/cache/memory output	local_tooling_output	EXCLUDE	07282d36d80f5226f7dbeb8292ea75a36dce63c8fb4a123170bda5fc0d7dfe48	Generated Graphify content is unrelated to the accepted project freeze
candidate	scripts/lane_a_build_training_features.py	MT3c	untracked	Training feature materialisation runner	public_safe	INCLUDE	ed8e5265aaab4f7763f6788e792234c233921860a5e8fdb7f9fb45895dc81f24	Required accepted MT1-MT3e/MT3f reproducibility or review evidence
candidate	scripts/lane_a_freeze_partition.py	MT3a	untracked	Partition freeze runner	public_safe	INCLUDE	bf8b648acee52ef42eeea99a4eea8376e4f48c2e7227a2014a728401b8993370	Required accepted MT1-MT3e/MT3f reproducibility or review evidence
candidate	scripts/lane_a_materialise_role.py	MT3c	untracked	Permitted-role materialisation runner	public_safe	INCLUDE	117d3bd721b5ede9ff688c44d2f8b972d740e3c69334864a84d2827657039225	Required accepted MT1-MT3e/MT3f reproducibility or review evidence
candidate	scripts/lane_a_materialise_variant_superset.py	MT3e	untracked	Permitted-role 24-field superset materialiser	public_safe	INCLUDE	6edb3683f9cd7488527f353110812bd0cac75c426616762f8e5d84be001bcd68	Required accepted MT1-MT3e/MT3f reproducibility or review evidence
candidate	scripts/lane_a_profile_training.py	MT3a	untracked	Aggregate-only training profile runner	public_safe	INCLUDE	781aa07639f5bc3288b68496621ab5a3e7843953861a98e1f392196760447674	Required accepted MT1-MT3e/MT3f reproducibility or review evidence
candidate	scripts/lane_a_run_development.py	MT3d	untracked	Lane A v1 development experiment runner	public_safe	INCLUDE	8e98c4b645563f10cf26d7a5e8c09833994e1cb8f77eae31482725965e96450f	Required accepted MT1-MT3e/MT3f reproducibility or review evidence
candidate	scripts/lane_a_run_v2_experiment.py	MT3e	untracked	Frozen v2 development experiment runner	public_safe	INCLUDE	181de86fe00bd80ebff67160c62090e976c094c7795cdef7fabeb7934bdd1073	Required accepted MT1-MT3e/MT3f reproducibility or review evidence
candidate	scripts/package_recovered_demo_bundle.py	pre-MT3e packaging WIP	untracked	Obsolete recovered-bundle packaging experiment	public_source_out_of_scope	EXCLUDE	9123f03e0ab0d0428f5bf3c3e251777265b3ba2a77b1f092ce2a2725df90881f	Verified untracked, unignored, absent from Git history, pre-MT3e, and not an accepted submission artifact
candidate	src/lane_a/__init__.py	MT3a	untracked	Lane A package boundary	public_safe	INCLUDE	f7abdb6d4c06a5c2e2f60d628bc018afe69fb4f8b2aa9948405ecdf757572ef3	Required accepted MT1-MT3e/MT3f reproducibility or review evidence
candidate	src/lane_a/capacity.py	MT3e	untracked	Merchant-configurable capacity policy	public_safe	INCLUDE	0ef9c51f97b8115ae65cc5e55f6ccfc04a548203546546923d5b1aa17f32d738	Required accepted MT1-MT3e/MT3f reproducibility or review evidence
candidate	src/lane_a/evaluation.py	MT3d	untracked	Development metrics and bootstrap procedures	public_safe	INCLUDE	5ebe4efb0b4e3236122f5da52c3435f5e0a090905e0d7b7914b7b9e0e23452a9	Required accepted MT1-MT3e/MT3f reproducibility or review evidence
candidate	src/lane_a/feature_builder.py	MT3c	untracked	Row-local leakage-safe feature construction	public_safe	INCLUDE	c59413b137ae1c3df3de5011f1708a1fa9d32596be9c5fd2a7f6f4cd8971bf7a	Required accepted MT1-MT3e/MT3f reproducibility or review evidence
candidate	src/lane_a/feature_contract.py	MT3b	untracked	Feature eligibility contract implementation	public_safe	INCLUDE	672add652bbeea9d3d4282620bdcc41aa40432ec43bfb570b03dd5ab281d6f98	Required accepted MT1-MT3e/MT3f reproducibility or review evidence
candidate	src/lane_a/modelling.py	MT3d	untracked	Frozen preprocessing and model specifications	public_safe	INCLUDE	23feef6449a17912aadbf49a341ad202a6bb45ac252f132f49951701eb581a0d	Required accepted MT1-MT3e/MT3f reproducibility or review evidence
candidate	src/lane_a/partition.py	MT3a	untracked	Deterministic chronological partition logic	public_safe	INCLUDE	683bdea3caa0c775348d0623d3d136d84dd07ece5406cc0419533d75c636dca2	Required accepted MT1-MT3e/MT3f reproducibility or review evidence
candidate	src/lane_a/profiling.py	MT3a	untracked	Aggregate-only training profile logic	public_safe	INCLUDE	65f506a4212cee67f87721d9e4fe813133673e3d43fedd690a54868b5517a6b1	Required accepted MT1-MT3e/MT3f reproducibility or review evidence
candidate	src/lane_a/roles.py	MT3a	untracked	Fail-closed development-role allowlist	public_safe	INCLUDE	13ac8c752f7905ea4a0d5eb32227c116a00a024534a61432490ea162df22e150	Required accepted MT1-MT3e/MT3f reproducibility or review evidence
candidate	src/lane_a/serving_schema.py	MT3b	untracked	Locked v1 schema implementation	public_safe	INCLUDE	0c966180b8d296ec25be57cfc5c45fd22fe05836ecea228de70c9f10c0c9a0c6	Required accepted MT1-MT3e/MT3f reproducibility or review evidence
candidate	src/lane_a/variants.py	MT3e	untracked	Five frozen feature variants and selection order	public_safe	INCLUDE	bae7cc545b44259e98fd1e097ec9cda84bb1c96ca4ebbbb92cd6199e6901fa5f	Required accepted MT1-MT3e/MT3f reproducibility or review evidence
candidate	tests/test_lane_a_evaluation.py	MT3d	untracked	Evaluation and bootstrap regression tests	public_safe	INCLUDE	667a8fe8cdb5097a62913cf8154dae5286e69d1557fe6f0fd9c6f46861f9f775	Required accepted MT1-MT3e/MT3f reproducibility or review evidence
candidate	tests/test_lane_a_feature_builder.py	MT3c	untracked	Feature-builder safety tests	public_safe	INCLUDE	e9679a8532733a852d136a8dd4969843f3132ad81051c89d4a9516fb123ff9c7	Required accepted MT1-MT3e/MT3f reproducibility or review evidence
candidate	tests/test_lane_a_feature_contract.py	MT3b	untracked	Feature-contract regression tests	public_safe	INCLUDE	71b0a0d7ffe704d226dbdd84982ae82ca9f03374a436c6c65f62c349ffdce4f0	Required accepted MT1-MT3e/MT3f reproducibility or review evidence
candidate	tests/test_lane_a_partition.py	MT3a	untracked	Synthetic partition regression tests	public_safe	INCLUDE	9e233254e23d8a8b7b9680adc4e1a8c829d2ecb0e99ed6ccc1b4bf128e8c5fcf	Required accepted MT1-MT3e/MT3f reproducibility or review evidence
candidate	tests/test_lane_a_roles.py	MT3a	untracked	Synthetic role-refusal tests	public_safe	INCLUDE	7deb44a69e98c75e21056e484c925a965921f6de1bd0a83a42a22490299a1b3a	Required accepted MT1-MT3e/MT3f reproducibility or review evidence
candidate	tests/test_lane_a_v2_variants.py	MT3e	untracked	Variant, capacity, provenance, and refusal tests	public_safe	INCLUDE	a5b74bd4eddac4df5f4e7fca47392f9de34cc160e231f019b88a75c00a3bc762	Required accepted MT1-MT3e/MT3f reproducibility or review evidence
candidate	tests/test_package_recovered_demo_bundle.py	pre-MT3e packaging WIP	untracked	Obsolete recovered-bundle packaging experiment	public_source_out_of_scope	EXCLUDE	eeef4b6f4b214ca83314a9c42e25d6ff1b8681884a089465969600a943bd4ac7	Verified untracked, unignored, absent from Git history, pre-MT3e, and not an accepted submission artifact
